  24      ,  394     ,          ,          ,  F       ,          ,39.918210 ,  92.02587,
  24      ,  22156   ,          ,          ,  M       ,          ,43.793050 , 115.61566,
  24      ,  19621   ,          ,          ,  F       ,          ,39.212010 ,  92.44815,
  24      ,  1018    ,  22156   ,  394     ,  F       ,          ,38.509570 ,  89.71325,
  24      ,  13575   ,  22156   ,  394     ,  M       ,          ,39.925180 , 104.87588,
  24      ,  10817   ,  13575   ,  19621   ,  F       ,          ,36.284680 ,  87.33546,
  24      ,  15061   ,  13575   ,  19621   ,  M       ,          ,43.948190 , 113.19853,
  25      ,  398     ,          ,          ,  F       ,          ,36.776820 ,  87.38609,
  25      ,  3016    ,          ,          ,  M       ,          ,44.198940 , 108.55347,
  25      ,  22041   ,          ,          ,  M       ,          ,42.415440 , 107.19505,
  25      ,  23404   ,          ,          ,  M       ,          ,43.113940 , 113.44575,
  25      ,  3094    ,  3016    ,  398     ,  M       ,          ,47.178860 , 117.31322,
  25      ,  5299    ,  3016    ,  398     ,  F       ,          ,39.185390 ,  89.17977,
  25      ,  24192   ,  23404   ,  5299    ,  M       ,          ,45.719710 , 112.70198,
  25      ,  11822   ,  23404   ,  5299    ,  M       ,          ,43.494680 , 112.01143,
  25      ,  1269    ,  23404   ,  5299    ,  M       ,          ,41.236500 , 110.02917,
  25      ,  22711   ,  3016    ,  398     ,  F       ,          ,37.249340 ,  90.03113,
  25      ,  15940   ,  22041   ,  22711   ,  M       ,          ,41.807740 , 105.74511,
  25      ,  3012    ,  22041   ,  22711   ,  F       ,          ,36.120940 ,  85.69442,
  25      ,  5229    ,  22041   ,  22711   ,  F       ,          ,39.700320 ,  92.40983,
  27      ,  437     ,          ,          ,  F       ,          ,31.653280 ,  76.40653,
  27      ,  10069   ,          ,          ,  M       ,          ,41.924380 , 112.95499,
  27      ,  11621   ,          ,          ,  F       ,          ,37.255310 ,  89.72050,
  27      ,  14123   ,          ,          ,  F       ,          ,33.801620 ,  82.14293,
  27      ,  23649   ,  10069   ,  437     ,  M       ,          ,41.202510 , 108.31036,
  27      ,  17951   ,  23649   ,  11621   ,  M       ,          ,42.086830 , 108.17416,
  27      ,  17917   ,  17951   ,  14123   ,  F       ,          ,37.656180 ,  92.69153,
  28      ,  443     ,          ,          ,  F       ,          ,34.283330 ,  85.02775,
  28      ,  9782    ,          ,          ,  M       ,          ,44.736010 , 114.52371,
  28      ,  15617   ,  9782    ,  443     ,  M       ,          ,42.847800 , 113.68767,
  28      ,  21962   ,  9782    ,  443     ,  M       ,          ,38.347190 , 103.25012,
  29      ,  444     ,          ,          ,  F       ,          ,39.718650 ,  92.05447,
  29      ,  14219   ,          ,          ,  M       ,          ,41.383850 , 107.65206,
  29      ,  18775   ,          ,          ,  M       ,          ,42.398310 , 111.60433,
  29      ,  548     ,  14219   ,  444     ,  F       ,          ,37.511020 ,  87.42309,
  29      ,  2154    ,  18775   ,  548     ,  M       ,          ,47.054010 , 112.96293,
  29      ,  5986    ,  18775   ,  548     ,  M       ,          ,43.551980 , 113.13527,
  29      ,  14640   ,  18775   ,  548     ,  F       ,          ,35.482640 ,  81.48875,
  31      ,  5777    ,          ,          ,  F       ,          ,31.623660 ,  77.19217,
  31      ,  6885    ,          ,          ,  F       ,          ,41.824450 ,  99.79246,
  31      ,  9381    ,          ,          ,  M       ,          ,40.109570 , 105.59854,
  31      ,  13772   ,          ,          ,  F       ,          ,36.351720 ,  84.41440,
  31      ,  14586   ,          ,          ,  F       ,          ,36.419280 ,  82.80894,
  31      ,  17673   ,          ,          ,  M       ,          ,41.805760 , 111.59409,
  31      ,  23058   ,          ,          ,  M       ,          ,43.045830 , 112.00591,
  31      ,  24094   ,          ,          ,  M       ,          ,46.386820 , 115.70919,
  31      ,  24938   ,          ,          ,  M       ,          ,48.633130 , 125.87289,
  31      ,  26817   ,          ,          ,  M       ,          ,44.221420 , 114.49657,
  31      ,  27016   ,          ,          ,  M       ,          ,36.482830 , 101.69176,
  31      ,  27017   ,          ,          ,  M       ,          ,44.032840 , 114.24050,
  31      ,  10372   ,  24094   ,  6885    ,  F       ,          ,44.863220 , 103.41416,
  31      ,  4257    ,  9381    ,  10372   ,  M       ,          ,49.082730 , 121.52558,
  31      ,  16139   ,  4257    ,  13772   ,  M       ,          ,41.297060 , 109.14023,
  31      ,  9277    ,  4257    ,  13772   ,  M       ,          ,45.206330 , 113.40795,
  31      ,  19358   ,  4257    ,  13772   ,  M       ,          ,48.190500 , 119.43049,
  31      ,  10439   ,  4257    ,  13772   ,  M       ,          ,45.036110 , 112.24140,
  31      ,  19770   ,  9381    ,  10372   ,  F       ,          ,39.540880 ,  96.43637,
  31      ,  4512    ,  17673   ,  19770   ,  F       ,          ,36.577830 ,  90.40816,
  31      ,  24905   ,  17673   ,  19770   ,  M       ,          ,46.760480 , 117.89271,
  31      ,  16785   ,  24905   ,  14586   ,  M       ,          ,49.106130 , 127.00821,
  31      ,  26007   ,  17673   ,  19770   ,  M       ,          ,41.074940 , 109.67091,
  31      ,  18037   ,  17673   ,  19770   ,  F       ,          ,39.598940 ,  97.67472,
  31      ,  14705   ,  9381    ,  10372   ,  M       ,          ,44.993280 , 115.98894,
  31      ,  15802   ,  14705   ,  5777    ,  M       ,          ,42.081040 , 110.07193,
  31      ,  15884   ,  9381    ,  10372   ,  F       ,          ,40.943170 ,  97.75387,
  31      ,  152     ,  24938   ,  15884   ,  F       ,          ,40.763380 ,  97.62097,
  31      ,  63      ,  17673   ,  19770   ,  F       ,          ,36.729810 ,  90.00427,
  31      ,  10472   ,  24094   ,  6885    ,  F       ,          ,40.463570 ,  94.67295,
  31      ,  12608   ,  27017   ,  10472   ,  F       ,          ,41.623650 ,  98.61645,
  31      ,  13725   ,  23058   ,  12608   ,  F       ,          ,42.093390 , 101.45154,
  31      ,  24385   ,  23058   ,  12608   ,  M       ,          ,44.803020 , 116.24136,
  31      ,  21403   ,  27016   ,  10472   ,  F       ,          ,38.492530 ,  92.61769,
  31      ,  1365    ,  23058   ,  12608   ,  F       ,          ,38.981600 ,  91.62061,
  31      ,  19392   ,  26817   ,  13772   ,  F       ,          ,36.288990 ,  89.25164,
  10006   ,  66      ,          ,          ,  M       ,          ,39.904580 , 110.54020,
  10008   ,  92      ,          ,          ,  M       ,          ,42.371860 , 113.43192,
  10014   ,  186     ,          ,          ,  M       ,          ,46.634210 , 115.74563,
  10027   ,  374     ,          ,          ,  M       ,          ,41.712840 , 104.29811,
  10029   ,  434     ,          ,          ,  M       ,          ,44.517750 , 116.29069,
  10033   ,  333     ,          ,          ,  M       ,          ,47.255720 , 119.83851,
  10040   ,  234     ,          ,          ,  M       ,          ,47.143710 , 114.20666,
  10045   ,  789     ,          ,          ,  M       ,          ,45.978380 , 114.94558,
